unit_id,pr_number,unit_type,defect_class,gt_file,gt_line,gt_summary,detection_hint,model_id,finding_index,severity,finding_file,finding_line,failure_mode,impact,suggested_fix,raw_content,draft_tag,draft_rationale,tag,notes
1600/009-wrong-experiment-id,1600,injected,contract_violation,langfuse/_client/client.py,2679,"The ExperimentResult returned from _run_experiment_async now always sets experiment_id to shared_fallback_experiment_id, dropping the `dataset_run_id or` fallback. For any experiment backed by a Langfuse dataset, every per-item span is still tagged with the real dataset_run_id (via the unchanged `dataset_run_id or fallback_experiment_id` in _process_experiment_item), but the top-level result.experiment_id a caller reads no longer matches it — the documented ""stable identifier for the experiment run across all items"" is silently a different, unrelated value whenever a dataset run exists.","A correct catch must state that result.experiment_id no longer uses dataset_run_id when one exists — it's hardcoded to the fallback ID — so for dataset-backed experiments the returned experiment_id mismatches the experiment_id actually attached to each item's span attributes, breaking any caller that correlates the two — not merely note that the experiment_id field exists or that a variable was removed from the expression.",gpt,1,blocking,langfuse/_client/client.py,2679,ExperimentResult.experiment_id is always set to the shared_fallback_experiment_id even when a dataset_run_id exists.,"For experiments run on Langfuse datasets, the returned experiment_id will not match the dataset run ID, breaking the documented contract and the newly added tests expecting experiment_id to equal the dataset run ID.","When constructing the ExperimentResult, set experiment_id to dataset_run_id if present, otherwise use shared_fallback_experiment_id. For example: experiment_id = dataset_run_id or shared_fallback_experiment_id, and pass that value to ExperimentResult.",,described_catch,States experiment_id no longer equals dataset_run_id when one exists — matches hint.,described_catch,
1600/009-wrong-experiment-id,1600,injected,contract_violation,langfuse/_client/client.py,2679,"The ExperimentResult returned from _run_experiment_async now always sets experiment_id to shared_fallback_experiment_id, dropping the `dataset_run_id or` fallback. For any experiment backed by a Langfuse dataset, every per-item span is still tagged with the real dataset_run_id (via the unchanged `dataset_run_id or fallback_experiment_id` in _process_experiment_item), but the top-level result.experiment_id a caller reads no longer matches it — the documented ""stable identifier for the experiment run across all items"" is silently a different, unrelated value whenever a dataset run exists.","A correct catch must state that result.experiment_id no longer uses dataset_run_id when one exists — it's hardcoded to the fallback ID — so for dataset-backed experiments the returned experiment_id mismatches the experiment_id actually attached to each item's span attributes, breaking any caller that correlates the two — not merely note that the experiment_id field exists or that a variable was removed from the expression.",gemini,1,blocking,langfuse/_client/client.py,2669,"The `experiment_id` returned in the `Experiment` result object is always the SDK-generated fallback ID, even when running an experiment on a Langfuse dataset which has its own `dataset_run_id`.","Callers running experiments on Langfuse datasets will receive an incorrect `experiment_id` in the final result object. This breaks the documented contract that `experiment_id` should match `dataset_run_id` for dataset-backed experiments, leading to data inconsistency and potential issues for users relying on this ID to correlate results.","Determine the correct `experiment_id` to return based on whether a `dataset_run_id` was found, similar to how `experiment_id` is determined for individual items.

```python
# In langfuse/_client/client.py, around line 2669

final_experiment_id = dataset_run_id or shared_fallback_experiment_id

return Experiment(
    name=name,
    run_name=run_name,
    description=description,
    item_results=valid_results,
    run_evaluations=run_evaluations,
    experiment_id=final_experiment_id,
    dataset_run_id=dataset_run_id,
    dataset_run_url=dataset_run_url,
)
```",,described_catch,States result experiment_id is always the fallback even for dataset-backed runs — matches hint.,described_catch,
1600/009-wrong-experiment-id,1600,injected,contract_violation,langfuse/_client/client.py,2679,"The ExperimentResult returned from _run_experiment_async now always sets experiment_id to shared_fallback_experiment_id, dropping the `dataset_run_id or` fallback. For any experiment backed by a Langfuse dataset, every per-item span is still tagged with the real dataset_run_id (via the unchanged `dataset_run_id or fallback_experiment_id` in _process_experiment_item), but the top-level result.experiment_id a caller reads no longer matches it — the documented ""stable identifier for the experiment run across all items"" is silently a different, unrelated value whenever a dataset run exists.","A correct catch must state that result.experiment_id no longer uses dataset_run_id when one exists — it's hardcoded to the fallback ID — so for dataset-backed experiments the returned experiment_id mismatches the experiment_id actually attached to each item's span attributes, breaking any caller that correlates the two — not merely note that the experiment_id field exists or that a variable was removed from the expression.",gemini,2,should-fix,tests/test_propagate_attributes.py,2507,"The test `test_experiment_attributes_propagate_with_dataset` mocks the synchronous `langfuse_client.api.dataset_run_items.create` method, but the code under test (`_run_experiment_item`) calls the asynchronous `langfuse_client.async_api.dataset_run_items.create` method.","The mock is never called, causing the test to rely on the real API behavior for creating dataset run items, which is likely not what was intended. This makes the test less isolated and potentially flaky or incorrect if the real API call fails or returns unexpected data. The test passes by coincidence because the `dataset_run_id` is hardcoded in the mock return value, and this is the only value checked in assertions.","Change the mock to target the correct asynchronous API client that is actually used by the experiment running logic.

```python
# In tests/test_propagate_attributes.py, line 2507

        monkeypatch.setattr(
            langfuse_client.async_api.dataset_run_items,
            ""create"",
            mock_create_dataset_run_item,
        )
```",,unrelated,Not the injected defect. Also fabricated: client.py:2739 calls self.api.dataset_run_items.create (sync) — exactly what the test mocks (verified).,unrelated,
1600/clean,1600,clean,,,,,,claude,0,,,,,,,,,,none,
1600/clean,1600,clean,,,,,,gpt,0,,,,,,,,,,none,
1600/clean,1600,clean,,,,,,gemini,1,should-fix,tests/test_propagate_attributes.py,2508,"The mock for `langfuse_client.api.dataset_run_items.create` is synchronous, but the method it replaces is asynchronous in the actual client implementation.","The test `test_experiment_attributes_propagate_with_dataset` passes with a synchronous mock, but it may fail or behave unexpectedly in a real environment where an `await` is required. This makes the test an unreliable indicator of production behavior for dataset-based experiments.","Convert the mock function to an `async def` function to correctly match the signature of the method it is mocking. This ensures the test accurately reflects the asynchronous nature of the API call.

```python
# In tests/test_propagate_attributes.py

        # Mock the API used by run_experiment to create dataset run items
        async def mock_create_dataset_run_item(*args, **kwargs):
            from langfuse.api import DatasetRunItem
            from datetime import datetime

            return DatasetRunItem(
                id=""mock-run-item-id"",
                dataset_run_id=""mock-dataset-run-id-123"",
                dataset_run_name=kwargs.get(""run_name"", ""Dataset Test""),
                dataset_item_id=kwargs.get(""dataset_item_id"", ""mock-item-id""),
                trace_id=""mock-trace-id"",
                observation_id=kwargs.get(""observation_id""),
                created_at=datetime.now(),
                updated_at=datetime.now(),
            )

        monkeypatch.setattr(
            langfuse_client.api.dataset_run_items,
            ""create"",
            mock_create_dataset_run_item,
        )
```",,false_positive,"FABRICATED — client.py:2739 calls self.api.dataset_run_items.create, the same sync api the test mocks at line 2530 (verified); the async_api claim is invented.",false_positive,
1614/003-swapped-token-key,1614,injected,silent_semantic,langfuse/langchain/CallbackHandler.py,1589,"In _parse_usage_model's output_token_details loop, the per-detail subtraction now decrements usage_model[""input""] instead of usage_model[""output""], even though the guard still checks for ""output"" in usage_model. Output-side detail counts (e.g. audio or reasoning tokens nested under output_token_details) are silently subtracted from the input token count instead of the output token count, corrupting both numbers: output stays inflated by the double-counted detail, and input is wrongly deflated by a value that has nothing to do with it.","A correct catch must name that the output_token_details subtraction writes to usage_model[""input""] instead of usage_model[""output""], producing wrong input AND output token totals for any usage payload that includes output-side token detail breakdowns — not merely note that the max(0, ...) clamp pattern ""looks the same as the input branch above it.""",claude,0,,,,,,,,,,miss,
1614/003-swapped-token-key,1614,injected,silent_semantic,langfuse/langchain/CallbackHandler.py,1589,"In _parse_usage_model's output_token_details loop, the per-detail subtraction now decrements usage_model[""input""] instead of usage_model[""output""], even though the guard still checks for ""output"" in usage_model. Output-side detail counts (e.g. audio or reasoning tokens nested under output_token_details) are silently subtracted from the input token count instead of the output token count, corrupting both numbers: output stays inflated by the double-counted detail, and input is wrongly deflated by a value that has nothing to do with it.","A correct catch must name that the output_token_details subtraction writes to usage_model[""input""] instead of usage_model[""output""], producing wrong input AND output token totals for any usage payload that includes output-side token detail breakdowns — not merely note that the max(0, ...) clamp pattern ""looks the same as the input branch above it.""",gpt,1,blocking,langfuse/langchain/CallbackHandler.py,1591,"Condition checks for 'output' key but subtracts from 'input', and does not guard that 'input' exists. This can skip intended adjustment or raise a KeyError.",Incorrect token accounting (input not reduced) or runtime exception if 'output' exists but 'input' does not; affects all callers relying on accurate usage parsing.,"Change the condition and target consistently: if 'input' in usage_model: usage_model['input'] = max(0, usage_model['input'] - value).",,described_catch,"BORDERLINE — mode names the actual defect (guard checks 'output', subtraction hits 'input'), which is the injected bug; but the impact wording is muddled ('input not reduced' is backwards) and it adds a bogus KeyError angle. Your call.",described_catch,
1614/003-swapped-token-key,1614,injected,silent_semantic,langfuse/langchain/CallbackHandler.py,1589,"In _parse_usage_model's output_token_details loop, the per-detail subtraction now decrements usage_model[""input""] instead of usage_model[""output""], even though the guard still checks for ""output"" in usage_model. Output-side detail counts (e.g. audio or reasoning tokens nested under output_token_details) are silently subtracted from the input token count instead of the output token count, corrupting both numbers: output stays inflated by the double-counted detail, and input is wrongly deflated by a value that has nothing to do with it.","A correct catch must name that the output_token_details subtraction writes to usage_model[""input""] instead of usage_model[""output""], producing wrong input AND output token totals for any usage payload that includes output-side token detail breakdowns — not merely note that the max(0, ...) clamp pattern ""looks the same as the input branch above it.""",gemini,1,blocking,langfuse/langchain/CallbackHandler.py,1593,The logic for handling `prompt_tokens_details` as a list (for Vertex AI) is now in an `elif` block. It will only be executed if the preceding `if` block for dictionary-based `prompt_tokens_details` is false.,"If a usage payload contains both a dictionary-type `prompt_tokens_details` and a list-type `prompt_tokens_details`, only the dictionary will be processed. This is unlikely but possible if different layers of an LLM stack (e.g., LiteLLM proxy in front of Vertex AI) add their own fields. The more critical impact is that the existing logic for Vertex AI is now dependent on the new logic for OpenAI/LiteLLM, which is a fragile coupling.","Process the list and dictionary versions of `prompt_tokens_details` independently using two separate `if` blocks. This decouples the logic for different providers and ensures both are processed if present.

```python
# OpenAI / LiteLLM — prompt_tokens_details as dict
if ""prompt_tokens_details"" in usage_model and isinstance(
    usage_model.get(""prompt_tokens_details""), dict
):
    # ... existing dict processing logic ...

# Vertex AI — prompt_tokens_details as list
if ""prompt_tokens_details"" in usage_model and isinstance(
    usage_model.get(""prompt_tokens_details""), list
):
    # ... existing list processing logic ...
```",,unrelated,"About if/elif ordering of prompt_tokens_details — different code, not the injected defect.",unrelated,
1614/003-swapped-token-key,1614,injected,silent_semantic,langfuse/langchain/CallbackHandler.py,1589,"In _parse_usage_model's output_token_details loop, the per-detail subtraction now decrements usage_model[""input""] instead of usage_model[""output""], even though the guard still checks for ""output"" in usage_model. Output-side detail counts (e.g. audio or reasoning tokens nested under output_token_details) are silently subtracted from the input token count instead of the output token count, corrupting both numbers: output stays inflated by the double-counted detail, and input is wrongly deflated by a value that has nothing to do with it.","A correct catch must name that the output_token_details subtraction writes to usage_model[""input""] instead of usage_model[""output""], producing wrong input AND output token totals for any usage payload that includes output-side token detail breakdowns — not merely note that the max(0, ...) clamp pattern ""looks the same as the input branch above it.""",gemini,2,should-fix,langfuse/langchain/CallbackHandler.py,1593,"The code checks for the existence and type of `prompt_tokens_details` but then accesses it directly with `usage_model.pop(""prompt_tokens_details"")`. If another thread modifies `usage_model` between the check and the access, a `KeyError` could occur.","This can lead to a race condition in a multi-threaded environment, causing the application to crash with a `KeyError`. While Langchain callbacks might often run synchronously, assuming so makes the code less robust.","Use `usage_model.get(""prompt_tokens_details"")` for the type check to avoid a race condition. Then, use a `try...except KeyError` block around the `.pop()` operation to handle the case where the key is removed by another thread before it can be popped.

```python
if ""prompt_tokens_details"" in usage_model and isinstance(
    usage_model.get(""prompt_tokens_details""), dict
):
    try:
        prompt_tokens_details = usage_model.pop(""prompt_tokens_details"")
    except KeyError:
        continue # Or log and continue

    # ... rest of the logic
```",,unrelated,"TOCTOU race on dict pop in a callback handler — speculative, not the injected defect.",unrelated,
1614/clean,1614,clean,,,,,,claude,1,blocking,langfuse/langchain/CallbackHandler.py,1603,"When both `cache_creation_input_tokens` and `prompt_tokens_details` dict exist (e.g., OpenAI with caching), values are double-subtracted from `input`. The code at lines 1575-1588 already subtracts cache tokens, then lines 1596-1604 subtract again, causing `input` to be incorrectly reduced twice.","Token accounting becomes incorrect for OpenAI cached requests. With 15000 prompt tokens, 3000 cache creation tokens, and 12000 cached tokens, input would incorrectly be 0 instead of the expected 3000 (per test_prompt_tokens_details_dict_with_cache_creation), leading to wrong billing/metrics in production.","Before subtracting at line 1603, check if the key (e.g., 'cached_tokens') has already been handled by the cache token logic at lines 1575-1588. Either skip keys that match known cache patterns, or restructure so cache handling happens after prompt_tokens_details to avoid double-counting.",,false_positive,"Contradicts the PR's own passing test (input==3000 for exactly this payload). The two subtraction blocks consume different source keys (input_token_details vs prompt_tokens_details) that don't co-occur, and top-level cache_creation_input_tokens is never subtracted (verified).",false_positive,
1614/clean,1614,clean,,,,,,claude,2,should-fix,langfuse/langchain/CallbackHandler.py,1600,"All dict values in `prompt_tokens_details` are subtracted from `input` regardless of semantic meaning. If a provider adds new fields (e.g., `prompt_tokens_details: {""reasoning_tokens"": 500, ""cached_tokens"": 1000}`), both are blindly subtracted, potentially making `input` incorrect or negative.",Forward compatibility breaks when providers add new token detail fields. Token accounting becomes unpredictable and incorrect without code changes to handle new field semantics.,"Use an allowlist of known fields to subtract (e.g., `{""cached_tokens"", ""cache_read_tokens""}`) and log a warning for unknown fields. Alternatively, only subtract fields matching a naming pattern like `*cached*` to avoid incorrectly subtracting additive breakdowns like `reasoning_tokens`.",,false_positive,Speculative forward-compat concern; the code already shows deliberate handling of non-subset keys (priority_* skip). Not a current defect.,false_positive,
1614/clean,1614,clean,,,,,,gpt,0,,,,,,,,,,none,
1614/clean,1614,clean,,,,,,gemini,1,should-fix,langfuse/langchain/CallbackHandler.py,1599,The code subtracts detailed token counts from `usage_model['input']` but not from `usage_model['total']`. This leads to an inconsistent state where `input + output` does not equal `total`.,"The reported total usage will be inflated, as it includes token counts that have been broken out into more specific categories (like `input_cached_tokens`). This can lead to incorrect billing or usage analysis for consumers of this data.","Subtract the detailed token counts from `usage_model['total']` as well, similar to how it's done for `usage_model['input']`. This will maintain the invariant `input + output = total` after adjustments.

```python
                if ""input"" in usage_model:
                    usage_model[""input""] = max(0, usage_model[""input""] - value)
                if ""total"" in usage_model:
                    usage_model[""total""] = max(0, usage_model[""total""] - value)
```",,false_positive,"'Total inflated' is wrong — total remains the true total; the subtracted amounts live on in the breakdown keys (input_cached_tokens etc.), so the sum of all parts still reconciles. Standard usage-breakdown semantics.",false_positive,
1628/008-conditional-span-end,1628,injected,async_lifecycle,langfuse/_client/observe.py,665,"In _ContextPreservedAsyncGeneratorWrapper.__anext__'s StopAsyncIteration handler, self.span.end() was moved one indent level in, so it now only runs inside the `if self.capture_output:` block instead of unconditionally after it. Any @observe-wrapped async generator created with capture_output=False (a normal choice for large/streaming payloads a caller doesn't want captured) now never has its span ended when the generator completes normally — the span is silently left open forever instead of being finalized on stream exhaustion.","A correct catch must state that self.span.end() is now only reached when capture_output is True, so async generators observed with capture_output=False never close their span on normal completion — not merely note that the StopAsyncIteration handler was reformatted or that indentation changed.",claude,1,blocking,langfuse/_client/observe.py,655,"In the async generator wrapper, `self.span.end()` is only called when `capture_output=True`. When `capture_output=False`, the span is never ended, causing a resource leak and incomplete tracing.","Any async generator or StreamingResponse observed with `capture_output=False` will leave spans open indefinitely, corrupting traces and potentially leaking memory. This breaks the production use case shown in the test.",Move `self.span.end()` outside the `if self.capture_output:` block to match the sync version at line 592. It should be at the same indentation level as the `if self.capture_output:` statement.,,described_catch,"States span.end() only runs when capture_output=True in the async wrapper, spans leak with capture_output=False — matches hint.",described_catch,
1628/008-conditional-span-end,1628,injected,async_lifecycle,langfuse/_client/observe.py,665,"In _ContextPreservedAsyncGeneratorWrapper.__anext__'s StopAsyncIteration handler, self.span.end() was moved one indent level in, so it now only runs inside the `if self.capture_output:` block instead of unconditionally after it. Any @observe-wrapped async generator created with capture_output=False (a normal choice for large/streaming payloads a caller doesn't want captured) now never has its span ended when the generator completes normally — the span is silently left open forever instead of being finalized on stream exhaustion.","A correct catch must state that self.span.end() is now only reached when capture_output is True, so async generators observed with capture_output=False never close their span on normal completion — not merely note that the StopAsyncIteration handler was reformatted or that indentation changed.",gpt,1,blocking,langfuse/_client/observe.py,657,Async generator spans are not ended when capture_output is False because self.span.end() is only called inside the capture_output conditional in __anext__'s StopAsyncIteration handler.,"Spans for observed async generators will remain open and never be reported/flushed when output capture is disabled, leading to memory leaks and missing telemetry for endpoints that stream without output capture.","Move the self.span.end() call outside the if self.capture_output block in the StopAsyncIteration handler of _ContextPreservedAsyncGeneratorWrapper.__anext__, so the span is always ended when the stream completes. For example:

except StopAsyncIteration:
    if self.capture_output:
        output = self.items
        if self.transform_fn is not None:
            output = self.transform_fn(self.items)
        elif all(isinstance(item, str) for item in self.items):
            output = ''.join(self.items)
        self.span.update(output=output)
    self.span.end()
    raise",,described_catch,"Same statement, names __anext__/StopAsyncIteration path explicitly — matches hint.",described_catch,
1628/008-conditional-span-end,1628,injected,async_lifecycle,langfuse/_client/observe.py,665,"In _ContextPreservedAsyncGeneratorWrapper.__anext__'s StopAsyncIteration handler, self.span.end() was moved one indent level in, so it now only runs inside the `if self.capture_output:` block instead of unconditionally after it. Any @observe-wrapped async generator created with capture_output=False (a normal choice for large/streaming payloads a caller doesn't want captured) now never has its span ended when the generator completes normally — the span is silently left open forever instead of being finalized on stream exhaustion.","A correct catch must state that self.span.end() is now only reached when capture_output is True, so async generators observed with capture_output=False never close their span on normal completion — not merely note that the StopAsyncIteration handler was reformatted or that indentation changed.",gemini,1,blocking,langfuse/_client/observe.py,681,"When a generator is exhausted, `self.span.end()` is only called if `self.capture_output` is true. If output capture is disabled, the span is never ended.","Spans for observations on generators with `capture_output=False` will never be finished or exported. This leads to incomplete traces and a memory leak in the application, as the unfinished spans accumulate in the OpenTelemetry processor's memory.","Move `self.span.end()` outside the `if self.capture_output:` block to ensure it is always called when the generator is exhausted.

```python
        except StopAsyncIteration:
            # Handle output and span cleanup when generator is exhausted
            if self.capture_output:
                output: Any = self.items

                if self.transform_fn is not None:
                    output = self.transform_fn(self.items)

                elif all(isinstance(item, str) for item in self.items):
                    output = """".join(self.items)

                self.span.update(output=output)

            self.span.end()

            raise  # Re-raise StopAsyncIteration
```",,described_catch,States the async-generator span-end-inside-capture_output bug — matches hint.,described_catch,
1628/008-conditional-span-end,1628,injected,async_lifecycle,langfuse/_client/observe.py,665,"In _ContextPreservedAsyncGeneratorWrapper.__anext__'s StopAsyncIteration handler, self.span.end() was moved one indent level in, so it now only runs inside the `if self.capture_output:` block instead of unconditionally after it. Any @observe-wrapped async generator created with capture_output=False (a normal choice for large/streaming payloads a caller doesn't want captured) now never has its span ended when the generator completes normally — the span is silently left open forever instead of being finalized on stream exhaustion.","A correct catch must state that self.span.end() is now only reached when capture_output is True, so async generators observed with capture_output=False never close their span on normal completion — not merely note that the StopAsyncIteration handler was reformatted or that indentation changed.",gemini,2,blocking,langfuse/_client/observe.py,599,"When a synchronous generator is exhausted, `self.span.end()` is only called if `self.capture_output` is true. If output capture is disabled, the span is never ended.","Spans for observations on synchronous generators with `capture_output=False` will never be finished or exported. This results in incomplete traces and a memory leak in the application, as unfinished spans accumulate in memory.","Move `self.span.end()` outside the `if self.capture_output:` block to ensure it is always called when the generator is exhausted.

```python
        except StopIteration:
            # Handle output and span cleanup when generator is exhausted
            if self.capture_output:
                output: Any = self.items

                if self.transform_fn is not None:
                    output = self.transform_fn(self.items)

                elif all(isinstance(item, str) for item in self.items):
                    output = """".join(self.items)

                self.span.update(output=output)

            self.span.end()

            raise  # Re-raise StopIteration
```",,unrelated,"FABRICATED — claims the SYNC wrapper has the same bug, but the sync wrapper's span.end() is unconditional in this PR (verified in file; only the async path was injected). Gemini repeats this same hallucination on the clean unit.",unrelated,
1628/clean,1628,clean,,,,,,claude,0,,,,,,,,,,none,
1628/clean,1628,clean,,,,,,gpt,0,,,,,,,"[
  {
    ""severity"": ""blocking"",
    ""file"": ""langfuse/_client/observe.py"",
    ""line"": 554,
    ""failure_mode"": ""Wrapped generators do not implement close()/aclose() (or a fallback __del__), so if a consumer breaks early or a response iterator is not fully consumed, the span is never ended."",
    ""impact"": ""Sp",,,none,
1628/clean,1628,clean,,,,,,gemini,1,blocking,langfuse/_client/observe.py,595,The span is never ended for synchronous generators when `capture_output=False`.,"Spans for synchronous generators will remain open indefinitely, causing them to never be exported. This leads to incomplete traces and a memory leak in the OpenTelemetry SDK as spans accumulate without being processed.","Move `self.span.end()` outside the `if self.capture_output:` block to ensure it is always called when the generator is exhausted.

```python
        except StopIteration:
            # Handle output and span cleanup when generator is exhausted
            if self.capture_output:
                output: Any = self.items

                if self.transform_fn is not None:
                    output = self.transform_fn(self.items)

                elif all(isinstance(item, str) for item in self.items):
                    output = """".join(self.items)

                self.span.update(output=output)

            self.span.end()

            raise  # Re-raise StopIteration
```",,false_positive,FABRICATED — span.end() is unconditional (outside the capture_output block) in the sync wrapper (verified lines ~593). Gemini reports the exact bug we injected as 008... on the clean control. Blocking severity.,false_positive,
1628/clean,1628,clean,,,,,,gemini,2,blocking,langfuse/_client/observe.py,670,The span is never ended for asynchronous generators when `capture_output=False`.,"Spans for asynchronous generators will remain open indefinitely, causing them to never be exported. This results in incomplete traces and a memory leak in the OpenTelemetry SDK as spans accumulate without being processed.","Move `self.span.end()` outside the `if self.capture_output:` block to ensure it is always called when the async generator is exhausted.

```python
        except StopAsyncIteration:
            # Handle output and span cleanup when generator is exhausted
            if self.capture_output:
                output: Any = self.items

                if self.transform_fn is not None:
                    output = self.transform_fn(self.items)

                elif all(isinstance(item, str) for item in self.items):
                    output = """".join(self.items)

                self.span.update(output=output)

            self.span.end()

            raise  # Re-raise StopAsyncIteration
```",,false_positive,FABRICATED — same for the async wrapper: span.end() unconditional in the clean merged code (verified lines ~666). The paired-design money quote.,false_positive,
1648/006-inverted-usage-guard,1648,injected,local_mechanical,langfuse/openai.py,644,"In _extract_streamed_openai_response, the guard that carries the running `usage` forward across streamed chunks is inverted: it now overwrites `usage` with `chunk_usage` only when chunk_usage IS None, instead of only when it is present. Since most intermediate chunks (and Azure's chunks without a trailing usage payload) have usage=None, `usage` gets reset to None on every such chunk, so by the time the stream ends the previously captured usage totals are silently discarded instead of accumulated.","A correct catch must state that the condition on chunk_usage is inverted (`is None` instead of `is not None`), so usage is overwritten with None on chunks that lack it rather than being preserved from the last chunk that had it — not merely note that usage handling changed in this loop.",claude,1,blocking,langfuse/openai.py,645,"The condition is inverted: `usage` is only assigned when `chunk_usage is None`, meaning it will always be set to `None` and never capture actual usage data from chunks that contain it.","Usage metrics (token counts) will be silently lost for all streaming responses, breaking telemetry and potentially billing tracking for callers relying on this data.",Change the condition to `if chunk_usage is not None: usage = chunk_usage` to correctly capture usage data when present.,,described_catch,"States the inversion: usage only assigned when chunk_usage is None, so real usage never captured — matches hint.",described_catch,
1648/006-inverted-usage-guard,1648,injected,local_mechanical,langfuse/openai.py,644,"In _extract_streamed_openai_response, the guard that carries the running `usage` forward across streamed chunks is inverted: it now overwrites `usage` with `chunk_usage` only when chunk_usage IS None, instead of only when it is present. Since most intermediate chunks (and Azure's chunks without a trailing usage payload) have usage=None, `usage` gets reset to None on every such chunk, so by the time the stream ends the previously captured usage totals are silently discarded instead of accumulated.","A correct catch must state that the condition on chunk_usage is inverted (`is None` instead of `is not None`), so usage is overwritten with None on chunks that lack it rather than being preserved from the last chunk that had it — not merely note that usage handling changed in this loop.",claude,2,blocking,langfuse/openai.py,656,"`finish_reason` is only assigned when `choice_finish_reason is not None`, but the variable may not exist in scope before this point, potentially causing an UnboundLocalError if referenced later when all choices have None finish_reason.","Code will crash with UnboundLocalError when processing streams where no choice has a finish_reason set, breaking all callers in that scenario.","Initialize `finish_reason = None` before the loop that processes choices, or use `finish_reason = choice.get('finish_reason', None)` without the conditional assignment.",,unrelated,"FABRICATED — 'model, usage, finish_reason = None, None, None' precedes the loop (verified); no UnboundLocalError possible.",unrelated,
1648/006-inverted-usage-guard,1648,injected,local_mechanical,langfuse/openai.py,644,"In _extract_streamed_openai_response, the guard that carries the running `usage` forward across streamed chunks is inverted: it now overwrites `usage` with `chunk_usage` only when chunk_usage IS None, instead of only when it is present. Since most intermediate chunks (and Azure's chunks without a trailing usage payload) have usage=None, `usage` gets reset to None on every such chunk, so by the time the stream ends the previously captured usage totals are silently discarded instead of accumulated.","A correct catch must state that the condition on chunk_usage is inverted (`is None` instead of `is not None`), so usage is overwritten with None on chunks that lack it rather than being preserved from the last chunk that had it — not merely note that usage handling changed in this loop.",gpt,1,blocking,langfuse/openai.py,646,"Usage from a stream chunk is only assigned when chunk_usage is None, so when a chunk actually contains usage data it is ignored and the previous value (often None) is kept.","Token usage for streamed responses will not be recorded when provided in later chunks (e.g., final chunk), breaking correct usage accounting and causing downstream metrics/billing to be wrong.",Assign usage when chunk_usage is not None. For example: chunk_usage = chunk.get('usage'); if chunk_usage is not None: usage = chunk_usage,,described_catch,States chunks with usage are ignored due to the is-None assignment — matches hint.,described_catch,
1648/006-inverted-usage-guard,1648,injected,local_mechanical,langfuse/openai.py,644,"In _extract_streamed_openai_response, the guard that carries the running `usage` forward across streamed chunks is inverted: it now overwrites `usage` with `chunk_usage` only when chunk_usage IS None, instead of only when it is present. Since most intermediate chunks (and Azure's chunks without a trailing usage payload) have usage=None, `usage` gets reset to None on every such chunk, so by the time the stream ends the previously captured usage totals are silently discarded instead of accumulated.","A correct catch must state that the condition on chunk_usage is inverted (`is None` instead of `is not None`), so usage is overwritten with None on chunks that lack it rather than being preserved from the last chunk that had it — not merely note that usage handling changed in this loop.",gemini,1,blocking,langfuse/openai.py,644,"The condition `if chunk_usage is None:` is the opposite of what is intended. It sets `usage` to `None` when a chunk without usage information is received, effectively discarding previously received usage data.","If a streaming response from OpenAI includes a `usage` object in one chunk and not in a subsequent one (which is common), the final recorded usage for the operation will be `None`. This leads to a loss of token usage data, which is critical for cost tracking and analysis.",The condition should be inverted to only update `usage` when `chunk_usage` is not `None`. Change `if chunk_usage is None:` to `if chunk_usage is not None:`.,,described_catch,States the condition is the opposite of intended and usage data is discarded — matches hint.,described_catch,
1648/006-inverted-usage-guard,1648,injected,local_mechanical,langfuse/openai.py,644,"In _extract_streamed_openai_response, the guard that carries the running `usage` forward across streamed chunks is inverted: it now overwrites `usage` with `chunk_usage` only when chunk_usage IS None, instead of only when it is present. Since most intermediate chunks (and Azure's chunks without a trailing usage payload) have usage=None, `usage` gets reset to None on every such chunk, so by the time the stream ends the previously captured usage totals are silently discarded instead of accumulated.","A correct catch must state that the condition on chunk_usage is inverted (`is None` instead of `is not None`), so usage is overwritten with None on chunks that lack it rather than being preserved from the last chunk that had it — not merely note that usage handling changed in this loop.",gemini,2,blocking,langfuse/openai.py,658,"The code `if delta is None: delta = {}` is introduced to handle chunks that have `delta: null`, such as Azure's content filter chunks. However, this can cause a `TypeError` on the following line `if delta.get(""role"", None) is not None:` if `delta` was previously `None` and the `_is_openai_v1()` check on line 655 was false.","When processing a streaming response that includes a chunk with `delta: null` (e.g., from Azure OpenAI), and the OpenAI client version is pre-v1, the application will crash with a `TypeError`. This breaks streaming for users on older OpenAI SDK versions who use Azure.","Move the `if delta is None: delta = {}` block to be before the `_is_openai_v1()` check. This ensures `delta` is always a dictionary before any attempt to access its contents.

```python
# Suggested change around line 655
                delta = choice.get(""delta"", None)

                if delta is None:
                    delta = {}

                choice_finish_reason = choice.get(""finish_reason"", None)
                if choice_finish_reason is not None:
                    finish_reason = choice_finish_reason

                if _is_openai_v1() and delta is not None:
                     delta = delta.__dict__

                if delta.get(""role"", None) is not None:
```",,unrelated,FABRICATED — the code sets delta = {} when None before any .get() (verified); the claimed pre-v1 TypeError path doesn't exist.,unrelated,
